id	label	text
215780000044040192	NEGATIVE	June 21: National Day of Action against PNC at http://www.ground-zero.biz/showthread.php?tid=23456 ….
212032411687587840	POSITIVE	I see you... #BMW #AngelEyes #Beast http://instagr.am/p/LuDAiKmTTX/ 
210554383769935872	POSITIVE	@RalphGilles Happy 87th birthday to @Chrysler! Here's a shot from cars & coffee in Irvine, CA for SF7! pic.twitter.com/KlwTD7xO
210748970115399681	POSITIVE	Was in my landlord new BMW yesterday! Man that thang superr nice!!
88673437622603778	NEGATIVE	Goldman took biggest loan in Fed emergency program http://bit.ly/q8YUbc
214873053073641473	POSITIVE	So, about that Volvo C70... My birthday is in August. #IJS
212795882746298368	POSITIVE	Being at the Toyota center tonight made me realize my dream is to one day perform there with @OFCTwoDirection and the gals xxx
98260375081979906	NEGATIVE	The entire system for searching Stanford classes is slowing down due to overload less than 24 hours after enrollment opened :-)
211407542969040896	POSITIVE	"Win a #Chrysler T&C and other great prizes courtesy of #Drive4Kids. Play the Chrysler ""Think Fast Challenge."" http://bit.ly/Kgjtlt "
210564651451293700	NEUTRAL	DNV> Rare 1984 Porsche 911 Carrera M491 factory turbo look,43K Mi. DP (Eagle,Co) $43000 http://ow.ly/1kkWa1 
212017088590643200	POSITIVE	I liked a @YouTube video http://youtu.be/TifTTtxaROc?a  Exclusive Toyota 86 Movie
209091054023098368	NEGATIVE	Madonna, please quit calling yourself a 'bad girl', you're creeping me out.
209036733583605760	NEUTRAL	CNN outlines 8 reasons why Detroit automakers must improve Filed under: Government/Legal , Crossover , Cadillac , Chrysler , Ford , GM ,
208871297663500289	NEGATIVE	Lady Gaga didn't save shit, especially not pop music.
215319067001761793	NEUTRAL	@SeanRLoh leather door pulls on Porsches simply make sense. Corvette - not so much. Porsche - why not?
210543059157520385	POSITIVE	Photo: Toyota Park, the home of the Chicago Fire (Taken with Instagram at Toyota Park) http://tmblr.co/ZooRuxMu-Yz5 
142611266689712130	NEGATIVE	RBS (owned by taxpayers) and Lloyds (partly ditto) refuse to reinstate cash machine access to basic bank a/c customers http://www.parliament.uk/business/committees/committees-a-z/commons-select/treasury-committee/news/tyrie-calls-on-banks-to-reconsider-moves-restricting-access-to-cash-machines/ …
208855053119926272	NEGATIVE	My buddy got one of these big BMW tourers. Swears by it. I think it looks like a bug. I prefer classic styling I guess. http://bit.ly/JUNMUG 
212430642741395457	POSITIVE	Volkswagen to build 4mn cars in China: Stay updated with Business News, Pakistan news, Current world news and la... http://bit.ly/MFqjpc 
209103272022261761	NEUTRAL	@dandy_reynolds I am in a black ford focus by the way
221677099163979776	NEUTRAL	Paper poster printed on 20 x 30 stock. Fiat Pneumatica Pirelle: This image is one a collection of vintage art, r... http://amzn.to/wR7fIF 
221159798891225088	NEUTRAL	@VolvoCarUK depends. Will a good looking man in a Volvo pick me up and take me there? #ICanDream
219257631691386880	POSITIVE	My #GV #grandvitara #2010 #suzuki #white #limited http://instagr.am/p/MhYg21zJhd/ 
210359617094565888	POSITIVE	#tweeVtVotes :I vote for @Maruti_suzuki in category #BestIndProductBrand at http://www.iochoice.com 
211651856961765377	NEUTRAL	There I am, brand new Kia Soul... and it gets tagged on the right rear panel while I'm at Starbucks. ARGH! (Cleaned off and gone. Jerks.)
223487344320331777	POSITIVE	Jazz imported from Detroit on Labor Day Weekend at the Detroit Jazz Festival, presented by @Chrysler http://ow.ly/ccriS 
212741109330354176	NEUTRAL	GREAT RUNNER FIAT BRAVO 1.2 WITH LONG MOT AND TAX : Lewisham, South East : £550: FIAT BRAVO 1.2 IN VERY GOOD CON... http://bit.ly/OvRjXr 
210004330156273665	POSITIVE	My mums Audi has been stolen by me for the next hour haha
210924254286458882	NEUTRAL	Gotta feel bad for the poor bastard in Subaru ad. Even renting a balloon can’t stop his wife from “affectionately” belittling him.
213041752838385664	POSITIVE	@ChristianTGrey *teasing* Well, it’s not an Audi.
214448842068865024	NEGATIVE	U2, Bono? Celeb partners with Monsanto, G8, to biowreck African farms with GMOs http://infofeeder.info/latest-information/155974-u2-bono-celeb-partners-with-monsanto-g8-to-biowreck-african-farms-with-gmos …
208510272942510080	POSITIVE	#For Sale Depo 312-1907L-AS Toyota Avalon Driver Side Replacement Taillight Assembly Offers http://fb.me/15OWo95st 
218032706188095488	NEGATIVE	Astonishing Barclays emails revealed. http://huff.to/NCbWyV 
209840068624523264	NEUTRAL	"""Quote"" http://www.examiner.com/review/2012-subaru-impreza-wrx-sti-test-drive-review … Subaru has hit a home run... http://fb.me/Ii1S0YAV "
219894486426329089	POSITIVE	Sales Associate Stephanie Hopkins with happy new customer Vickie and her 2002 Mazda MPV http://fb.me/VpdS22nY 
221632538874101760	NEUTRAL	Second for Spies in thrilling Sachsenring qualifying: Yamaha Factory Racing’s Ben Spies made it count today in a... http://bit.ly/OGk1Xe 
226067151361019904	POSITIVE	Chrysler’s 300S no Batmobile in Dark Knight Rises http://edmjr.nl/NlLC1a 
220147817736437760	POSITIVE	#Volkswagen #VW best June since 1973, sales on the month up 34.2 percent. #carsales
217437723164811265	NEUTRAL	"""If I come back, and you're lying dead under a pile of weights, I'm taking the porsche."" #teenwolf"
213129201832837120	NEGATIVE	"OK. Sorry, but a Volkswagen ad with the tagline ""He can only kill you if you're OK"" is just creepy."
226402171359473664	NEUTRAL	More On The Upcoming Red Bull U.S. Grand Prix At Mazda Raceway Laguna Seca http://dlvr.it/1tW0kn 
215630981191843840	POSITIVE	Suzuki/Trek rider Sam Sautelle has posted the fastest time so far with a 4.48.51 #nrs12 #santosnwt
211209759754424320	NEUTRAL	Lindsay Lohan is in the hospital after crashing her Porsche into an 18-wheeler. http://cmplx.it/JSzw98 
218230455017803776	NEGATIVE	Barclays top man is not taking his bonus. The fine will just be passed on. It was only fraud on a massive scale sounds fair. #badbankers
209050327331246080	POSITIVE	Grand opening of Aldar’s Ferrari World Abu Dhabi http://bit.ly/L9RJm4  #ifollowback #tv
223684102983913472	NEUTRAL	7 inch-dvd-navigation-with-dvbt-rds-for-suzuki-grand-vitara-p-507: http://slidesha.re/NFksQr 
209919974880460800	POSITIVE	Ferrari auction to support earthquake victims http://bloom.bg/Mw6rXz 
209484966273359872	NEGATIVE	importtunermagazine's photo http://instagr.am/p/Lb7ptSF2D3/ @MikeCha_ChiLara @DaveAwesome321 for u guys gay for honda
214468671861559296	NEUTRAL	porsche cup http://fb.me/1BSD5EYnn 
113610198127611905	NEGATIVE	Don't trust the government!Do i really have to sell my soul to go to Yale -Ice Cube.
210107921072267264	NEGATIVE	Merrill Losses Were Withheld Before Bank of America Deal http://nyti.ms/K7hXDJ 
209900982505705472	NEUTRAL	@AJDougherty13 hahahaha you got me. how bout #Kawasaki + #Honda
209684766155485185	POSITIVE	Buying a Ferrari replica for my first car lol
223780093833646081	NEGATIVE	HSBC in spotlight over money laundering @CNNMoney http://cnnmon.ie/N5vukg 
208635514876723201	POSITIVE	Here's a picture of the Nissan 370Z as promised! Check in soon for the #2 most modifiable car! pic.twitter.com/SxCbk1qp
211619799913082880	POSITIVE	Fiat-Chrysler 2012 profit targets beat... http://4buildingawebsite.com/uncategorized/fiat-chrysler-2012-profit-targets-beat-forecasts/ …
210524721647849472	POSITIVE	#Waterfest this year is going to be popping!!!!! Going to it with the crew in our #vw & #audi.
210465661661622273	NEUTRAL	2007 Honda Civic Repair Manual Free Car Manual PDF Download Free. Owners, Repair, Service. http://dlvr.it/1gwnCv 
224965790040993795	POSITIVE	Did Fiat just reveal the new 500T in its new commercial? http://fb.me/1bijI1VPe 
209088476556181504	NEGATIVE	Britney Spears Says Fuck it & Runs Off 'X Factor' Set, Again!! http://bit.ly/KWJPtE  Click Here For Shocking details and Pics!
208572155720503296	NEGATIVE	20 min and counting In the bank of America drive up line, thank you for solidifying my decision to close my account #toobigtooFAIL
212251374023491586	NEUTRAL	@TiffTiff_7 hell yea dat Mercedes Benz/ Chrysler 3000 lmao
209113292227096577	NEGATIVE	Ferrari made a 4 seat family sedan (goes 208 MPH), finally making it possible for whole clans to get decapitated together.
212285180109537280	NEUTRAL	@MOTOR_MAG #audi by the length of Mulsanne, #toyota haven't raced, Audi done Sebring and Spa
218290236453683200	NEGATIVE	Miliband Calls For Criminal Probe Into Barclays http://fb.me/1WiBJn6yQ 
218251141316739072	NEGATIVE	@ITVLauraK concern now they get sued out sight #barclays
217974472454569984	NEGATIVE	Home » Business News » Barclays to pay $400M-plus to settle ... http://bit.ly/OwgsoK 
213369604834197506	NEGATIVE	2005 SUZUKI XL-7 - Date: Jun 14, 2012Just put food on gas after stopping, 2005 xl7 floored and hit a wall going appr... http://ow.ly/1kz1hz 
94422050021707776	NEGATIVE	Am I getting old? I just bought an issue of the Harvard Business Review...lol
223017904914964482	POSITIVE	562-786-6508 ~ Chrysler Suspension Service Long Beach ~ Rentals Availble ~ http://automotiverepairlongbeachca.com 
211270582174625792	NEUTRAL	The old guy in the toyota commercial sounds just like Owen Wilson
211107071414894592	POSITIVE	Sponsor Spotlight: Cardenas Autogroup! Check out their great deals on Toyota, Scion, Mazda and Mercedes! http://www.cardenasautogroup.com/index.htm#  #RGV #NewCar
100722435707506688	NEGATIVE	@jamescridland Romford in Essex 'Debenhams' windows put through. Also Ilford 'Santander' bank is on fire.
209435267961065473	NEGATIVE	Drove a friends BMW this weekend, not all that impressed #ripofff
209768480281591810	NEUTRAL	Ford Escape Hybrid and Mazda Tribute Hybrid, Which Model to Choose? http://bit.ly/Liupm7 
211327117177270272	POSITIVE	I love this honda pilot commercial
209200772817231873	NEUTRAL	FORD: 2009 FORD E-350SD $262 MONTHLY BUYERS ALREADY CALLING - HURRY (loan for bad credit %!,*): cv... http://bit.ly/KsfpDR  #carsatlanta
208760819700350976	NEGATIVE	The bitch think a honda is something wait bitch ima bleed yu 1st day of summer ima pull the Benz out
223169138334507009	NEUTRAL	"She lay back in the Burberry seat-covers of his Fiat Punto as he put on his ""Best Disses"" Tape, she knew she'd soon be in 5th gear."
217964095733899265	NEUTRAL	Mazda CX-5 wins Auto Express ‘Best Crossover’ award http://bit.ly/NMCIbp 
211119788523655168	NEUTRAL	2008 HONDA Odyssey EX Blue (⋞☯⋟Helping good people with bad credit) http://dlrd.ms/NVWbFb  #cardeals
222438428271325184	NEGATIVE	god damn you @HSBC_UK_Online for locking me out of my internet banking!! #annoyed
211059013079662592	POSITIVE	It's gonna be a very long day, short night, and another long day tomorrow. I'm glad that I work at an @Chrysler group dealer. #simplythebest
227352130913189888	NEGATIVE	Resisting Caste Violence – Facing Brutal Repression: NTUI on Maruti-Suzuki: Statement issued by NEW TRADE UNION ... http://bit.ly/Oj2LTJ 
211090210317008897	NEGATIVE	NHTSA investigating Toyota, Honda, GM vehicles for safety issues: Washington&mdash; The National Highway Traffic... http://bit.ly/MnhIHF 
211039853515776000	NEUTRAL	"OEM Honda Brake Pads 1 set (Front or #Rear) - [wprebay kw=""listing"" num=""0"" ebcat=""-1""] [wprebay kw=""listing""... http://is.gd/Cf3XHS "
229983041626447873	NEUTRAL	Words I'm always super-careful to pronounce: * Volvo * country * ship * motherfucker
209071907046293504	NEUTRAL	HONDA: CT110 HUNTER CUB http://sumally.com/p/322066 
215920593093144576	NEGATIVE	RT @AP BREAKING: Moody's cuts credit ratings of 15 major banks including Bank of America, Citigroup, JPMorgan
208499745235279872	POSITIVE	BMW M3 Limited Edition for UK #1 pic.twitter.com/d561hkkM
216580231299993601	POSITIVE	Just did a lap of Knockhill Circuit with Samsung Honda British Superbiker Michael Laverty in Nissan GTR; 560bhp + Michaels need 4 Speed :)))
210087733895499776	NEGATIVE	@OGzusChrist bath long enough to make whitney houston proud #belter jheeezzzee
212809287750258689	NEUTRAL	@wayne_carterakl if you want to put your Audi on the line feel free cause I don't wanna get the car back for free.! #LAAAAUGHING #UpToYouUce
212706162402013184	NEGATIVE	"I just called the Kia Sorento ""expected""... I wonder if I'm gonna get beat up by a bunch of ad execs."
223707124025409536	NEUTRAL	I have a question for Probox and Subaru Forrester drivers, what is the rush for????
212283070366232577	POSITIVE	#Amazon USA 1996 Toyota Original Sales Catalog -- All Cars and Trucks: http://amzn.to/upDYeA 
210739872695197696	NEUTRAL	2011 Mazda2 are 0% for 84mths At Moffatts Northwood Mazda Barrie http://bit.ly/sM4VBP 
209670765551951873	NEUTRAL	2013 Ford F-150 gets Limited model, slight changes : Top trim levels equipped with MyFord Touch: The Ford F-150 ... http://bit.ly/Lrt4aK 
214736796939067393	NEUTRAL	@BruceDanbury you going to go cruising the streets now. Not the same in a Volvo estate
208622579618037760	NEUTRAL	Late night test drive Toyota PirusC. The car is too calm and quiet for me. Because Hybrid cars are just like http://instagr.am/p/LV0OlACMT8/ 
208892374057885696	POSITIVE	@yungboipete: Yesterday right now on way to Toyota center, right now finished pro grad, did so much in 24 hr!
218428300358455296	NEGATIVE	UK drafts in fraud squad as Libor fine hits Barclays http://theforexfeed.com  #forex #fx
211256717030330368	NEUTRAL	PHOTO: Lindsay Lohan's crashed Porsche; her spokesman says the actress is fine: http://apne.ws/MTtiws  -CC
208613545036881921	NEGATIVE	Justin Bieber Attacked By Evil Glass Wall Again http://gothamist.com/2012/06/01/justin_bieber_attacked_by_evil_glas.php …
209852836098482178	POSITIVE	Stoked for my parts to come this week,so the mazda can be loud as fuckkk(:
210514273640787969	NEUTRAL	1990 Mazda Miata Convertible 5 Speed Manual Runs Good Drifting (Margate / Ft Lauderdale) $1700 http://bit.ly/Mml5un 
208671682355920896	NEGATIVE	"Justin bieber looks like such a fag in his ""boyfriend"" music video... Ha its knda embarrassing to say im one of his fans.."
223808350855512064	NEGATIVE	Don't remember all the places u hit last night? Expect a wake up call from Bank of America at freaking 8am... thanks for waking me up :)
208809356173656064	NEUTRAL	Splash Guards, Flat Molded, Front or Rear for Ford Fusion: Splash Guards, Flat Molded, Front or Rear http://amzn.to/L6HA5y 
210149226586451968	NEUTRAL	Infinity owns Nissan, Lexus owns Toyota, Acura owns Honda, Porsche owns Audi & Volkswagon. That's why the certain car brands look the same.
224245912891953152	NEUTRAL	This BMW 5-Series Quattro Audi Is Actually A Subaru http://jalo.ps/UGiA 
87084782076444672	NEGATIVE	Harvard doctors punished over pay: Concluding a three-year investigation, Massachusetts General Hospital and Har... http://bit.ly/jO3Vc9
228051744993705985	NEUTRAL	New Sedan Added: 2011 Subaru Impreza WRX: We've just added a Sedan to our inventory and it is available for purc... http://bit.ly/OAE59n 
225645464387727360	NEGATIVE	Capital One Bank Pay $140 Million Refund http://www.bigboardnews.com/2012/07/19/capital-one-bank-pay-140-million-refund-10 …
211069876331229184	POSITIVE	@philipparker5 Top Spec Vauxhall Mokka £23,490 - about the same price as a decent Mazda CX-5!
213880344225648640	NEUTRAL	#thatawkwardmoment when you are on highway in a white nissan versa blasting call me maybe #noobs
214501483884974081	NEGATIVE	HSBC taking me to court over loan which has PPI- how to defend?: FORUM: PPI - payment protection insurance recla... http://bit.ly/MkHtUq 
210554941603971072	NEUTRAL	@4EverMissB We need daddy for that bcs ya girl can't drive that but I can take you for a spin in the Honda (: lol
212223341535313923	POSITIVE	A 650hp #WantAnR8? Yes: http://twitpic.com/9vd94f  http://audi.us/KwlY2O 
217970290729287681	NEGATIVE	Record £60m FSA fine for Barclays: Barclays Bank pays £290m in penalties and boss Bob Diamond gives up his bonus... http://bbc.in/MTQDvB 
225160703512817664	NEUTRAL	Mud Flaps to fit SUBARU IMPREZA New Age GDB £59.95 Blue set of 4 Inc Fixings & Instructions http://www.performancecreations.co.uk/subaru-wrx-sti--new-age-00-07-x-4-blue-plain-989-p.asp … pic.twitter.com/eQEieoTB
228982863708692480	NEGATIVE	Mom, I don't want the volkswagen, I want this. #manscar #birthdaycominup http://instagr.am/p/Nme-d6tCBU/ 
210022889976631296	NEGATIVE	@clr182 @conor_mcquillan not coldplay there amazing neither is underrated but the wanted are so annoying
210828510896463872	POSITIVE	Ferrari for the Emilia Area http://bit.ly/Me7adJ 
88710495070203905	NEGATIVE	The person who tweeted this billion dollar nonsense works for Goldman Sachs. Are they deliberately misinforming the public?
209018840686927872	NEUTRAL	my old car ford ST and my new onw MAZDA RX-8 pic.twitter.com/1ttliQI5
211503013712510977	POSITIVE	@Jacs_x can we make my limit 150 grand? Then I would like a Ferrari 458 or an Aston DBS please :d thanks.
224864233337262080	NEGATIVE	HSBC...worlds local bank...soon as you buy online from abroad they block your card as it may be fraud! Please sort your own fraud out 1st eh
220211466748428289	POSITIVE	Chrysler Posts Best June Sales Since 2007, What Cars Were Hot/Not?: Chrysler’s record streak o... http://bit.ly/Nizudc  #cars #motortrend
208709737259339777	NEGATIVE	#MJFam this is for every single artist TRYING to copy and be like Michael ESPECIALLY Justin Bieber --->>> http://25.media.tumblr.com/tumblr_m49orcxwHI1rws6vlo1_400.gif …
212436711903469568	POSITIVE	RT @loveRafaell_16: #PICT Sm*sh launching Suzuki NEX @suzukimotorid so cool :o http://twitpic.com/9vk0o3 
222845837783474176	NEUTRAL	STMicro Inside Volkswagen Is Next Best Thing for Chipmaker: Tech: STMicroelectronics NV (STM) , Europe ’s bigges... http://bloom.bg/RZWz7D 
234410467869741057	NEGATIVE	Carling Cup now called the Capital One Cup....sounds even shitter now #leagueCupIsFine
229394484310441984	NEUTRAL	@RileyTomczyk Saw a hottie in a black Subaru outback today. She looked Alaskan but im not sure.
209433615434653696	NEUTRAL	>> 2010 Ford Expedition 4WD 4dr XLT (Plymouth) $25966: 60384291,4f87524f 639a 4019 bf7c… http://goo.gl/fb/0eujg 
218104327997358080	NEGATIVE	Fixing inter-bank loan rates affects millions of home owners in Britain & around the world. Barclays have defrauded billions from millions
210892721508990976	NEUTRAL	Redhead driving a Honda fit infront of me, it's gotta be you @JenOFTHEUNIVERS
208886989485916161	NEGATIVE	Nicki Minaj: Pink Hair, Katy Perry: Blue Hair, Rihanna: Red Hair & Lady Gaga: Green Hair. Guess who's back, the Power Rangers.
226996969808220160	NEGATIVE	Not Having A Mortgage Doesnâ€™t Stop Bank Of America From Foreclosing On The House http://is.gd/RPeKpz 
212509076242964480	NEUTRAL	"Pecel lele pastinya RT "" @worldfastcars: what car women prefer? #ferrari or #porsche?"""
209452099715596288	NEUTRAL	@Nissan Rogue @Hyundai Tucson r similar but apparently more similar when the 2 r parked together & I can't get in my Tucson cuz its a Rogue
221014189446139905	POSITIVE	Today, the original FIAT 500 turned 55 years old! Congratulations! http://on.fb.me/OaXP3V 
222237625963122689	POSITIVE	Got a quote for a Mazda MX-5 1.8 and its a lot cheaper than what I pay for my Peugeot 206 XSi #imbeingrippedoff
208471920239316992	NEUTRAL	Kia Forte Koup why u no turn into a Transformer, mein wait karda tenu ! Koi na take your time
220950628938170368	POSITIVE	Your first look at the Fiat 500 crossover. http://fb.me/MLO9YNTx 
210397437104361473	NEUTRAL	She got a babyfather and looking at the porsche #AtTheSameDamTime LOOL! What have I just seen! #Speechless pic.twitter.com/026YvsDa
209758453382643712	NEGATIVE	I will get so much hate for this, but I think the Beatles are over rated
218334359625801728	NEGATIVE	"David Cameron says Barclays boss Bob Diamond has serious questions to answer: ""This man and his colleagues are crooks,"" said Bob Diamond."
227831950881210368	NEUTRAL	I added a video to a @YouTube playlist http://youtu.be/yrpAJSLRT2s?a  Forza 4 | Legends S4 - ALMS GT Rounds 7-9: Mazda
210897565942689794	POSITIVE	My mom BMW got freaking crack by this truck driver screw you man #Pissed
